Feedback Text,Cleaned Text,Seat Component,Cue Word,Component Frequency in Text,Sentence Sentiment Label,Sentence Sentiment Score,Sentence Text,Entity Start Char (Cleaned),Entity End Char (Cleaned)
"Crazy, this is Kai's Suite Class chair!It could be a real mattress, very soft.The skin is smooth, cool.The massage is pretty good to get rid of pegel.The control is also easy.Can go around looking at the view.Privacy?Don't ask, Top!#Suiteclass #kai #keretame luxurious","crazy, this is kai's suite class chair!it could be a real mattress, very soft.the skin is smooth, cool.the massage is pretty good to get rid of pegel.the control is also easy.can go around looking at the view.privacy?don't ask, top! luxurious",LUMBAR_SUPPORT,skin,1,POSITIVE,0.9987,"crazy, this is kai's suite class chair!it could be a real mattress, very soft.the skin is smooth, cool.the massage is pretty good to get rid of pegel.the control is also easy.can go around looking at the view.privacy?don't ask, top!",82,86
"Crazy, this is Kai's Suite Class chair!It could be a real mattress, very soft.The skin is smooth, cool.The massage is pretty good to get rid of pegel.The control is also easy.Can go around looking at the view.Privacy?Don't ask, Top!#Suiteclass #kai #keretame luxurious","crazy, this is kai's suite class chair!it could be a real mattress, very soft.the skin is smooth, cool.the massage is pretty good to get rid of pegel.the control is also easy.can go around looking at the view.privacy?don't ask, top! luxurious",SEAT_MESSAGE,massage,1,POSITIVE,0.9987,"crazy, this is kai's suite class chair!it could be a real mattress, very soft.the skin is smooth, cool.the massage is pretty good to get rid of pegel.the control is also easy.can go around looking at the view.privacy?don't ask, top!",107,114
"Felt Like a Queen in the Kai Suite Class Compartment!The Seat Reclines Fully, which was perfect for my long journey.The deer skin material is so soft and luxurious.Loved the Massage and Heating Features.The controls were easy to figure out.Definitely Recommend for a Comfortable and Private Travel Experience!","felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",RECLINER,reclines,1,POSITIVE,0.9989,"felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",62,70
"Felt Like a Queen in the Kai Suite Class Compartment!The Seat Reclines Fully, which was perfect for my long journey.The deer skin material is so soft and luxurious.Loved the Massage and Heating Features.The controls were easy to figure out.Definitely Recommend for a Comfortable and Private Travel Experience!","felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",FOOTREST,deer,1,POSITIVE,0.9989,"felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",120,124
"Felt Like a Queen in the Kai Suite Class Compartment!The Seat Reclines Fully, which was perfect for my long journey.The deer skin material is so soft and luxurious.Loved the Massage and Heating Features.The controls were easy to figure out.Definitely Recommend for a Comfortable and Private Travel Experience!","felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",MATERIAL,material,1,POSITIVE,0.9989,"felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",130,138
"Felt Like a Queen in the Kai Suite Class Compartment!The Seat Reclines Fully, which was perfect for my long journey.The deer skin material is so soft and luxurious.Loved the Massage and Heating Features.The controls were easy to figure out.Definitely Recommend for a Comfortable and Private Travel Experience!","felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",SEAT_MESSAGE,massage and,1,POSITIVE,0.9989,"felt like a queen in the kai suite class compartment!the seat reclines fully, which was perfect for my long journey.the deer skin material is so soft and luxurious.loved the massage and heating features.the controls were easy to figure out.definitely recommend for a comfortable and private travel experience!",174,185
"Kai's Suite Class Compartment: The Seat Is An Ergonomic Marvel.The 180-Degree Recline is a game-Changer for Train Travel.Material Feels Incredibly Premium, and the Massage Function, While Not a Deep-Tissue Replacement, Certyly Adds to the Comfort.Heating is subtle but effective.Control panel is user-friendly.The Ability to Rotate the Seat is a nice, if underutilized, feature.Privacy is absolute.Worth the splurge.","kai's suite class compartment the seat is an ergonomic marvel.the 180degree recline is a gamechanger for train travel.material feels incredibly premium, and the massage function, while not a deeptissue replacement, certyly adds to the comfort.heating is subtle but effective.control panel is userfriendly.the ability to rotate the seat is a nice, if underutilized, feature.privacy is absolute.worth the splurge.",RECLINER,recline,1,POSITIVE,0.9989,"kai's suite class compartment the seat is an ergonomic marvel.the 180degree recline is a gamechanger for train travel.material feels incredibly premium, and the massage function, while not a deeptissue replacement, certyly adds to the comfort.heating is subtle but effective.control panel is userfriendly.the ability to rotate the seat is a nice, if underutilized, feature.privacy is absolute.worth the splurge.",76,83
"Kai's Suite Class Compartment: The Seat Is An Ergonomic Marvel.The 180-Degree Recline is a game-Changer for Train Travel.Material Feels Incredibly Premium, and the Massage Function, While Not a Deep-Tissue Replacement, Certyly Adds to the Comfort.Heating is subtle but effective.Control panel is user-friendly.The Ability to Rotate the Seat is a nice, if underutilized, feature.Privacy is absolute.Worth the splurge.","kai's suite class compartment the seat is an ergonomic marvel.the 180degree recline is a gamechanger for train travel.material feels incredibly premium, and the massage function, while not a deeptissue replacement, certyly adds to the comfort.heating is subtle but effective.control panel is userfriendly.the ability to rotate the seat is a nice, if underutilized, feature.privacy is absolute.worth the splurge.",SEAT_MESSAGE,massage function,1,POSITIVE,0.9989,"kai's suite class compartment the seat is an ergonomic marvel.the 180degree recline is a gamechanger for train travel.material feels incredibly premium, and the massage function, while not a deeptissue replacement, certyly adds to the comfort.heating is subtle but effective.control panel is userfriendly.the ability to rotate the seat is a nice, if underutilized, feature.privacy is absolute.worth the splurge.",161,177
"Finally Got to Experience the Suite Class.The seat is incredibly comfortable, especially when fully reclined.The 'Premium Deer Skin' lives up to the hype.Massage and Heating Functions are welcome additions.Controls are intuitive.My only suggestion would be slightly more padding on the headrest for taller individuals.Otherwise, a Stellar offering from Kai.","finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",MATERIAL,premium deer skin,1,POSITIVE,0.9989,"finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",114,131
"Finally Got to Experience the Suite Class.The seat is incredibly comfortable, especially when fully reclined.The 'Premium Deer Skin' lives up to the hype.Massage and Heating Functions are welcome additions.Controls are intuitive.My only suggestion would be slightly more padding on the headrest for taller individuals.Otherwise, a Stellar offering from Kai.","finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",SEAT_MESSAGE,hype.massage and,1,POSITIVE,0.9989,"finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",149,165
"Finally Got to Experience the Suite Class.The seat is incredibly comfortable, especially when fully reclined.The 'Premium Deer Skin' lives up to the hype.Massage and Heating Functions are welcome additions.Controls are intuitive.My only suggestion would be slightly more padding on the headrest for taller individuals.Otherwise, a Stellar offering from Kai.","finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",SEAT_WARMER,heating,1,POSITIVE,0.9989,"finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",166,173
"Finally Got to Experience the Suite Class.The seat is incredibly comfortable, especially when fully reclined.The 'Premium Deer Skin' lives up to the hype.Massage and Heating Functions are welcome additions.Controls are intuitive.My only suggestion would be slightly more padding on the headrest for taller individuals.Otherwise, a Stellar offering from Kai.","finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",CUSHION,padding,1,POSITIVE,0.9989,"finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",271,278
"Finally Got to Experience the Suite Class.The seat is incredibly comfortable, especially when fully reclined.The 'Premium Deer Skin' lives up to the hype.Massage and Heating Functions are welcome additions.Controls are intuitive.My only suggestion would be slightly more padding on the headrest for taller individuals.Otherwise, a Stellar offering from Kai.","finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",HEADREST,headrest,1,POSITIVE,0.9989,"finally got to experience the suite class.the seat is incredibly comfortable, especially when fully reclined.the 'premium deer skin' lives up to the hype.massage and heating functions are welcome additions.controls are intuitive.my only suggestion would be slightly more padding on the headrest for taller individuals.otherwise, a stellar offering from kai.",286,294
"Upgraded to kai suite class for a long haul.The Seat Alone is worth it.Full recline, soft material, and the massage feature actually helped.Heating was perfect.Controls are simple.Privacy was a huge plus.Will do this again.#Kai #suiteclasscompartment","upgraded to kai suite class for a long haul.the seat alone is worth it.full recline, soft material, and the massage feature actually helped.heating was perfect.controls are simple.privacy was a huge plus.will do this again.",RECLINER,recline,1,POSITIVE,0.9989,"upgraded to kai suite class for a long haul.the seat alone is worth it.full recline, soft material, and the massage feature actually helped.heating was perfect.controls are simple.privacy was a huge plus.will do this again.",76,83
"Upgraded to kai suite class for a long haul.The Seat Alone is worth it.Full recline, soft material, and the massage feature actually helped.Heating was perfect.Controls are simple.Privacy was a huge plus.Will do this again.#Kai #suiteclasscompartment","upgraded to kai suite class for a long haul.the seat alone is worth it.full recline, soft material, and the massage feature actually helped.heating was perfect.controls are simple.privacy was a huge plus.will do this again.",MATERIAL,material,1,POSITIVE,0.9989,"upgraded to kai suite class for a long haul.the seat alone is worth it.full recline, soft material, and the massage feature actually helped.heating was perfect.controls are simple.privacy was a huge plus.will do this again.",90,98
"Upgraded to kai suite class for a long haul.The Seat Alone is worth it.Full recline, soft material, and the massage feature actually helped.Heating was perfect.Controls are simple.Privacy was a huge plus.Will do this again.#Kai #suiteclasscompartment","upgraded to kai suite class for a long haul.the seat alone is worth it.full recline, soft material, and the massage feature actually helped.heating was perfect.controls are simple.privacy was a huge plus.will do this again.",SEAT_MESSAGE,massage feature,1,POSITIVE,0.9989,"upgraded to kai suite class for a long haul.the seat alone is worth it.full recline, soft material, and the massage feature actually helped.heating was perfect.controls are simple.privacy was a huge plus.will do this again.",108,123
"This Kai Suite Class chair is really a comfortable definition!Can lie down 180 degrees, super fine skin.The massage feature is really good, there are several modes.Control in hand, easy.Can also go around the chair.Privacy?The best!#Kailuxury #travelgoals","this kai suite class chair is really a comfortable definition!can lie down 180 degrees, super fine skin.the massage feature is really good, there are several modes.control in hand, easy.can also go around the chair.privacy?the best!",SEAT_MESSAGE,massage feature,1,POSITIVE,0.9988,"this kai suite class chair is really a comfortable definition!can lie down 180 degrees, super fine skin.the massage feature is really good, there are several modes.control in hand, easy.can also go around the chair.privacy?the best!",108,123
"The Kai Suite Class Seat is phenomenal.Full recline, luxurious deer skin, and the massage function is surprisingly good.Heating and Ventilation are Spot on.Controls are very intuitive.The privacy of the compartment make it feel like a personal cabin.Highly recommended.","the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",RECLINER,recline,1,POSITIVE,0.9989,"the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",44,51
"The Kai Suite Class Seat is phenomenal.Full recline, luxurious deer skin, and the massage function is surprisingly good.Heating and Ventilation are Spot on.Controls are very intuitive.The privacy of the compartment make it feel like a personal cabin.Highly recommended.","the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",MATERIAL,luxurious,1,POSITIVE,0.9989,"the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",53,62
"The Kai Suite Class Seat is phenomenal.Full recline, luxurious deer skin, and the massage function is surprisingly good.Heating and Ventilation are Spot on.Controls are very intuitive.The privacy of the compartment make it feel like a personal cabin.Highly recommended.","the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",LUMBAR_SUPPORT,deer,1,POSITIVE,0.9989,"the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",63,67
"The Kai Suite Class Seat is phenomenal.Full recline, luxurious deer skin, and the massage function is surprisingly good.Heating and Ventilation are Spot on.Controls are very intuitive.The privacy of the compartment make it feel like a personal cabin.Highly recommended.","the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",SEAT_MESSAGE,massage function,1,POSITIVE,0.9989,"the kai suite class seat is phenomenal.full recline, luxurious deer skin, and the massage function is surprisingly good.heating and ventilation are spot on.controls are very intuitive.the privacy of the compartment make it feel like a personal cabin.highly recommended.",82,98
"A Deep Dive into Kai's Suite Class Seat: The ergonomics are well thought out.The 180-Degree recline is smooth.The deer skin material [1] Feels genuinely premium.Massage is a pleasant feature for a long journey.Heating is consistent.The touch panel controls [1, 2, 3] are modern and responsive.Rotation is a neat trick.The privacy aspect is where it truly shines.","a deep dive into kai's suite class seat the ergonomics are well thought out.the 180degree recline is smooth.the deer skin material 1 feels genuinely premium.massage is a pleasant feature for a long journey.heating is consistent.the touch panel controls 1, 2, 3 are modern and responsive.rotation is a neat trick.the privacy aspect is where it truly shines.",RECLINER,recline,1,POSITIVE,0.9989,"a deep dive into kai's suite class seat the ergonomics are well thought out.the 180degree recline is smooth.the deer skin material 1 feels genuinely premium.massage is a pleasant feature for a long journey.heating is consistent.the touch panel controls 1, 2, 3 are modern and responsive.rotation is a neat trick.the privacy aspect is where it truly shines.",90,97
"A Deep Dive into Kai's Suite Class Seat: The ergonomics are well thought out.The 180-Degree recline is smooth.The deer skin material [1] Feels genuinely premium.Massage is a pleasant feature for a long journey.Heating is consistent.The touch panel controls [1, 2, 3] are modern and responsive.Rotation is a neat trick.The privacy aspect is where it truly shines.","a deep dive into kai's suite class seat the ergonomics are well thought out.the 180degree recline is smooth.the deer skin material 1 feels genuinely premium.massage is a pleasant feature for a long journey.heating is consistent.the touch panel controls 1, 2, 3 are modern and responsive.rotation is a neat trick.the privacy aspect is where it truly shines.",SEAT_MESSAGE,deer skin,1,POSITIVE,0.9989,"a deep dive into kai's suite class seat the ergonomics are well thought out.the 180degree recline is smooth.the deer skin material 1 feels genuinely premium.massage is a pleasant feature for a long journey.heating is consistent.the touch panel controls 1, 2, 3 are modern and responsive.rotation is a neat trick.the privacy aspect is where it truly shines.",112,121
"A Deep Dive into Kai's Suite Class Seat: The ergonomics are well thought out.The 180-Degree recline is smooth.The deer skin material [1] Feels genuinely premium.Massage is a pleasant feature for a long journey.Heating is consistent.The touch panel controls [1, 2, 3] are modern and responsive.Rotation is a neat trick.The privacy aspect is where it truly shines.","a deep dive into kai's suite class seat the ergonomics are well thought out.the 180degree recline is smooth.the deer skin material 1 feels genuinely premium.massage is a pleasant feature for a long journey.heating is consistent.the touch panel controls 1, 2, 3 are modern and responsive.rotation is a neat trick.the privacy aspect is where it truly shines.",MATERIAL,material,1,POSITIVE,0.9989,"a deep dive into kai's suite class seat the ergonomics are well thought out.the 180degree recline is smooth.the deer skin material 1 feels genuinely premium.massage is a pleasant feature for a long journey.heating is consistent.the touch panel controls 1, 2, 3 are modern and responsive.rotation is a neat trick.the privacy aspect is where it truly shines.",122,130
"Just tried the suite class on Argo Semeru.The seat is the main attraction.Full recline is perfect.Material is top quality.Massage and Heating Are Great.Controls are easy.Some have mentioned the price, but for the seat and privacy, it feels justified for a special trip.","just tried the suite class on argo semeru.the seat is the main attraction.full recline is perfect.material is top quality.massage and heating are great.controls are easy.some have mentioned the price, but for the seat and privacy, it feels justified for a special trip.",RECLINER,recline,1,POSITIVE,0.9989,"just tried the suite class on argo semeru.the seat is the main attraction.full recline is perfect.material is top quality.massage and heating are great.controls are easy.some have mentioned the price, but for the seat and privacy, it feels justified for a special trip.",79,86
"Just tried the suite class on Argo Semeru.The seat is the main attraction.Full recline is perfect.Material is top quality.Massage and Heating Are Great.Controls are easy.Some have mentioned the price, but for the seat and privacy, it feels justified for a special trip.","just tried the suite class on argo semeru.the seat is the main attraction.full recline is perfect.material is top quality.massage and heating are great.controls are easy.some have mentioned the price, but for the seat and privacy, it feels justified for a special trip.",SEAT_MESSAGE,quality.massage and,1,POSITIVE,0.9989,"just tried the suite class on argo semeru.the seat is the main attraction.full recline is perfect.material is top quality.massage and heating are great.controls are easy.some have mentioned the price, but for the seat and privacy, it feels justified for a special trip.",114,133
"Kai Suite Class Seat Review: Comfort: 5/5.Material: 5/5 (So Soft!).Recline: 5/5.Massage: 4/5.Heating/Vent: 5/5.Controls: 5/5.Privacy: 5/5.Overall: a fantastic experience, especially for overnight travel.#Suiteclass #travelinstyle","kai suite class seat review comfort 55.material 55 so soft!.recline 55.massage 45.heatingvent 55.controls 55.privacy 55.overall a fantastic experience, especially for overnight travel.",SEAT_MESSAGE,55.massage,1,POSITIVE,0.9989,"kai suite class seat review comfort 55.material 55 so soft!.recline 55.massage 45.heatingvent 55.controls 55.privacy 55.overall a fantastic experience, especially for overnight travel.",68,78
"Gokil!Kai's Suite Class chair can be a bed, so soft!The skin is premium, the massage is great.The control is easy, can be played too.Champion Privacy!#Kai #SuiteClass #NyamanMaksimal","gokil!kai's suite class chair can be a bed, so soft!the skin is premium, the massage is great.the control is easy, can be played too.champion privacy!",MATERIAL,skin,1,POSITIVE,0.9988,"gokil!kai's suite class chair can be a bed, so soft!the skin is premium, the massage is great.the control is easy, can be played too.champion privacy!",56,60
"Gokil!Kai's Suite Class chair can be a bed, so soft!The skin is premium, the massage is great.The control is easy, can be played too.Champion Privacy!#Kai #SuiteClass #NyamanMaksimal","gokil!kai's suite class chair can be a bed, so soft!the skin is premium, the massage is great.the control is easy, can be played too.champion privacy!",SEAT_MESSAGE,massage,1,POSITIVE,0.9988,"gokil!kai's suite class chair can be a bed, so soft!the skin is premium, the massage is great.the control is easy, can be played too.champion privacy!",77,84
"The Kai Suite Class Compartment Seat is Pure Luxury.Fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.Easy-to-use controls.The privacy is a huge bonus.Loved it!","the kai suite class compartment seat is pure luxury.fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.easytouse controls.the privacy is a huge bonus.loved it!",RECLINER,reclining,1,POSITIVE,0.9989,"the kai suite class compartment seat is pure luxury.fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.easytouse controls.the privacy is a huge bonus.loved it!",58,67
"The Kai Suite Class Compartment Seat is Pure Luxury.Fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.Easy-to-use controls.The privacy is a huge bonus.Loved it!","the kai suite class compartment seat is pure luxury.fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.easytouse controls.the privacy is a huge bonus.loved it!",LUMBAR_SUPPORT,deer,1,POSITIVE,0.9989,"the kai suite class compartment seat is pure luxury.fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.easytouse controls.the privacy is a huge bonus.loved it!",74,78
"The Kai Suite Class Compartment Seat is Pure Luxury.Fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.Easy-to-use controls.The privacy is a huge bonus.Loved it!","the kai suite class compartment seat is pure luxury.fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.easytouse controls.the privacy is a huge bonus.loved it!",SEAT_MESSAGE,massage plus,1,POSITIVE,0.9989,"the kai suite class compartment seat is pure luxury.fully reclining, soft deer skin, and the massage plus heating features made the journey so relaxing.easytouse controls.the privacy is a huge bonus.loved it!",93,105
"Exploring The Kai Suite Class Seat: The 180-Degree Recline is a Highlight.The 'Premium Deer Skin' material is exceptionally comfortable.Massage Function is a welcome addition, Though Perhaps a bit gentle for some.Heating is effective.Control panel is intuitive.Rotation offers flexibility.The privacy of the compartment elevates the entire experience.","exploring the kai suite class seat the 180degree recline is a highlight.the 'premium deer skin' material is exceptionally comfortable.massage function is a welcome addition, though perhaps a bit gentle for some.heating is effective.control panel is intuitive.rotation offers flexibility.the privacy of the compartment elevates the entire experience.",RECLINER,recline,1,POSITIVE,0.9989,"exploring the kai suite class seat the 180degree recline is a highlight.the 'premium deer skin' material is exceptionally comfortable.massage function is a welcome addition, though perhaps a bit gentle for some.heating is effective.control panel is intuitive.rotation offers flexibility.the privacy of the compartment elevates the entire experience.",49,56
"Exploring The Kai Suite Class Seat: The 180-Degree Recline is a Highlight.The 'Premium Deer Skin' material is exceptionally comfortable.Massage Function is a welcome addition, Though Perhaps a bit gentle for some.Heating is effective.Control panel is intuitive.Rotation offers flexibility.The privacy of the compartment elevates the entire experience.","exploring the kai suite class seat the 180degree recline is a highlight.the 'premium deer skin' material is exceptionally comfortable.massage function is a welcome addition, though perhaps a bit gentle for some.heating is effective.control panel is intuitive.rotation offers flexibility.the privacy of the compartment elevates the entire experience.",MATERIAL,premium deer skin,2,POSITIVE,0.9989,"exploring the kai suite class seat the 180degree recline is a highlight.the 'premium deer skin' material is exceptionally comfortable.massage function is a welcome addition, though perhaps a bit gentle for some.heating is effective.control panel is intuitive.rotation offers flexibility.the privacy of the compartment elevates the entire experience.",77,94
"Exploring The Kai Suite Class Seat: The 180-Degree Recline is a Highlight.The 'Premium Deer Skin' material is exceptionally comfortable.Massage Function is a welcome addition, Though Perhaps a bit gentle for some.Heating is effective.Control panel is intuitive.Rotation offers flexibility.The privacy of the compartment elevates the entire experience.","exploring the kai suite class seat the 180degree recline is a highlight.the 'premium deer skin' material is exceptionally comfortable.massage function is a welcome addition, though perhaps a bit gentle for some.heating is effective.control panel is intuitive.rotation offers flexibility.the privacy of the compartment elevates the entire experience.",MATERIAL,material,2,POSITIVE,0.9989,"exploring the kai suite class seat the 180degree recline is a highlight.the 'premium deer skin' material is exceptionally comfortable.massage function is a welcome addition, though perhaps a bit gentle for some.heating is effective.control panel is intuitive.rotation offers flexibility.the privacy of the compartment elevates the entire experience.",96,104
"Discussing Kai Suite Class: The Seat Is a Major Selling Point.Full recline, premium materials, and features like massage and heating.Controls are reportedly user-friendly.The privacy aspect is consistent praised.Seems to rival Airline Business Class for Comfort.","discussing kai suite class the seat is a major selling point.full recline, premium materials, and features like massage and heating.controls are reportedly userfriendly.the privacy aspect is consistent praised.seems to rival airline business class for comfort.",RECLINER,recline,1,POSITIVE,0.9987,"discussing kai suite class the seat is a major selling point.full recline, premium materials, and features like massage and heating.controls are reportedly userfriendly.the privacy aspect is consistent praised.seems to rival airline business class for comfort.",66,73
"Discussing Kai Suite Class: The Seat Is a Major Selling Point.Full recline, premium materials, and features like massage and heating.Controls are reportedly user-friendly.The privacy aspect is consistent praised.Seems to rival Airline Business Class for Comfort.","discussing kai suite class the seat is a major selling point.full recline, premium materials, and features like massage and heating.controls are reportedly userfriendly.the privacy aspect is consistent praised.seems to rival airline business class for comfort.",SEAT_MESSAGE,massage,1,POSITIVE,0.9987,"discussing kai suite class the seat is a major selling point.full recline, premium materials, and features like massage and heating.controls are reportedly userfriendly.the privacy aspect is consistent praised.seems to rival airline business class for comfort.",112,119
"Impressed by the Tech in Kai's Suite Class Seat.Smooth recline, responsive touch controls for massage and heating.The deer skin material is a nice touch.Privacy is excellent.#Kaisuiteclass #smarttravel","impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",RECLINER,recline,1,POSITIVE,0.9989,"impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",55,62
"Impressed by the Tech in Kai's Suite Class Seat.Smooth recline, responsive touch controls for massage and heating.The deer skin material is a nice touch.Privacy is excellent.#Kaisuiteclass #smarttravel","impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",SEAT_MESSAGE,massage,2,POSITIVE,0.9989,"impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",94,101
"Impressed by the Tech in Kai's Suite Class Seat.Smooth recline, responsive touch controls for massage and heating.The deer skin material is a nice touch.Privacy is excellent.#Kaisuiteclass #smarttravel","impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",SEAT_MESSAGE,deer skin,2,POSITIVE,0.9989,"impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",118,127
"Impressed by the Tech in Kai's Suite Class Seat.Smooth recline, responsive touch controls for massage and heating.The deer skin material is a nice touch.Privacy is excellent.#Kaisuiteclass #smarttravel","impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",MATERIAL,material,1,POSITIVE,0.9989,"impressed by the tech in kai's suite class seat.smooth recline, responsive touch controls for massage and heating.the deer skin material is a nice touch.privacy is excellent.",128,136
"Experienced the Kai Suite Class.The Seat is Incredibly Comfortable, Fully Reclinable.The deer skin material is luxurious.Massage and Heating Functions are Excellent.Controls are easy to use.The privacy is a big plus.Highly recommend.","experienced the kai suite class.the seat is incredibly comfortable, fully reclinable.the deer skin material is luxurious.massage and heating functions are excellent.controls are easy to use.the privacy is a big plus.highly recommend.",SEAT_MESSAGE,deer skin,2,POSITIVE,0.9989,"experienced the kai suite class.the seat is incredibly comfortable, fully reclinable.the deer skin material is luxurious.massage and heating functions are excellent.controls are easy to use.the privacy is a big plus.highly recommend.",89,98
