review_id,review_text,text_length,entities,entity_count,sentiment_positive,sentiment_negative,sentiment_neutral,sentiment_compound,sentiment_category,dominant_kansei,kansei_luxury,kansei_comfort,kansei_safety,kansei_innovation,kansei_disappointment,kansei_discomfort
329,The fold-down table operates smooth and provides great comfort really.,70,TRAYTABLE:fold-down table,1,0.2,0.0,0.8,0.2,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
330,The folding table {function} perfectly when traveling,53,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
331,I {dislike} the work table because it {issue},45,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
332,"Actually, unlike {alternative}, this dining table {advantage}",61,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
333,"Unlike {alternative}, this work table {advantage}",49,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
334,"From a technical perspective, the dining table {technical_assessment}",69,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
335,"From a technical perspective, the work table {technical_assessment}",67,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
336,"Overall, the work table {malfunction} especially when working overall.",70,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
337,"Compared to {comparison}, this dining table is {comparison_result}",66,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
338,"Compared to {comparison}, this work table is {comparison_result}",64,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
339,The tray table doesn't work properly and creates discomfort,59,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
340,the tray table {function} perfectly when traveling,50,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
341,"From a technical perspective, the work table {technical_assessment}",67,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
342,The fold down table design includes {feature} which {impact},60,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
343,The folding table is {comparative_adj} than {previous_experience}.,66,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
344,The tray table design includes {feature} which {impact},55,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
345,"Compared to {comparison}, this tray table is {comparison_result}",64,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
346,"Honestly, the tray has {technical_spec} that {technical_benefit}",64,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
347,The dining table is {comparative_adj} than {previous_experience},64,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
348,"Unlike {alternative}, this dining table {advantage}",51,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
349,"Compared to {comparison}, this tray is {comparison_result}",58,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
350,I think the work table {malfunction} especially when traveling,62,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
351,"Overall, from a technical perspective, the tray {technical_assessment}",70,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
352,"Overall, the dining table has {technical_spec} that {technical_benefit}",71,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
353,The tray table {function} perfectly when resting.,49,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
354,The tray {malfunction} especially when traveling,48,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
355,I prefer the tray table because it provides excellent comfort.,62,TRAYTABLE:tray table,1,0.1,0.0,0.9,0.1,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
356,The tray table {malfunction} especially when traveling,54,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
357,The tray is {comparative_adj} than {previous_experience},56,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
358,The dining table doesn't work properly and creates discomfort,61,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
359,"Actually, from a technical perspective, the fold down table {technical_assessment}",82,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
360,The dining table has {technical_spec} that {technical_benefit}.,63,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
361,The folding table doesn't work properly and creates discomfort,62,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
362,The dining table has {technical_spec} that {technical_benefit},62,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
363,The work surface has {technical_spec} that {technical_benefit},62,TRAYTABLE:work surface,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
364,I love the fold down table because it provides excellent comfort,64,TRAYTABLE:fold down table,1,0.18181818181818182,0.0,0.8181818181818181,0.18181818181818182,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
365,"Unlike {alternative}, this fold down table {advantage}",54,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
366,The work surface has {technical_spec} that {technical_benefit},62,TRAYTABLE:work surface,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
367,The folding table has {technical_spec} that {technical_benefit},63,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
368,The tray table has {technical_spec} that {technical_benefit},60,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
369,I enjoy the work surface because it provides excellent comfort,62,TRAYTABLE:work surface,1,0.1,0.0,0.9,0.1,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
370,The tray table design includes {feature} which {impact} overall.,64,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
371,"Unlike {alternative}, this tray table {advantage}",49,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
372,"In my experience, the tray design includes {feature} which {impact}",67,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
373,"In my experience, the fold down table doesn't work properly and creates discomfort",82,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
374,"Overall, the tray table is {comparative_adj} than {previous_experience}.",72,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
375,the dining table has {technical_spec} that {technical_benefit} really.,70,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
376,I {dislike} the work table because it {issue},45,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
377,"In my experience, the folding table is {comparative_adj} than {previous_experience} overall.",92,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
378,"Compared to {comparison}, this fold down table is {comparison_result}",69,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
379,The work table {function} perfectly when needed most,52,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
380,I prefer the table because it provides excellent comfort,56,TRAYTABLE:table,1,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
381,The tray design includes {feature} which {impact} for sure.,59,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
382,"Compared to {comparison}, this tray table is {comparison_result}",64,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
383,"Unlike {alternative}, this work table {advantage}",49,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
384,"From a technical perspective, the tray {technical_assessment}",61,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
385,"Unlike {alternative}, this folding table {advantage}",52,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
386,"In my experience, the dining table has {technical_spec} that {technical_benefit} overall.",89,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
387,The folding table design includes {feature} which {impact} in my opinion.,73,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
388,The dining table design includes {feature} which {impact},57,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
389,"I think compared to {comparison}, this dining table is {comparison_result}",74,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
390,"Actually, from a technical perspective, the dining table {technical_assessment}",79,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
391,The work surface is {comparative_adj} than {previous_experience},64,TRAYTABLE:work surface,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
392,"Compared to {comparison}, this dining table is {comparison_result}",66,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
393,"Compared to {comparison}, this work table is {comparison_result}",64,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
394,"Compared to {comparison}, this fold down table is {comparison_result}",69,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
395,The fold down table is {comparative_adj} than {previous_experience},67,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
396,"Compared to {comparison}, this work surface is {comparison_result}",66,TRAYTABLE:work surface,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
397,The fold down table is {comparative_adj} than {previous_experience} really.,75,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
398,I {dislike} the work table because it {issue},45,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
399,"{overall}, the fold down table is responsive for daily use",58,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
400,The work table has {technical_spec} that {technical_benefit},60,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
401,I {dislike} the work table because it {issue},45,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
402,The dining table {function} perfectly when needed most really.,62,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
403,The work table is {comparative_adj} than {previous_experience} for sure.,72,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
404,The fold down table operates excellent and exceeds expectations,63,TRAYTABLE:fold down table,1,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
405,The work table {malfunction} especially when needed most,56,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
406,The fold-down table doesn't work properly and creates discomfort.,65,TRAYTABLE:fold-down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
407,The folding table is {comparative_adj} than {previous_experience} overall.,74,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
408,"In my experience, compared to {comparison}, this work surface is {comparison_result}",84,TRAYTABLE:work surface,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
409,The work table functions responsive and works flawlessly,56,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
410,"From a technical perspective, the work table {technical_assessment}",67,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
411,"Unlike {alternative}, this dining table {advantage}",51,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
412,"Unlike {alternative}, this work table {advantage} in my opinion.",64,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
413,I prefer the dining table because it provides excellent comfort,63,TRAYTABLE:dining table,1,0.1,0.0,0.9,0.1,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
414,The work table {function} perfectly when needed most,52,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
415,"Unlike {alternative}, this work surface {advantage}",51,TRAYTABLE:work surface,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
416,The work table design includes {feature} which {impact},55,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
417,"In my experience, i prefer the dining table because it provides excellent comfort.",82,TRAYTABLE:dining table,1,0.07692307692307693,0.0,0.9230769230769231,0.07692307692307693,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
418,The tray performs durable and works flawlessly,46,TRAYTABLE:tray,1,0.14285714285714285,0.0,0.8571428571428572,0.14285714285714285,Positive,Safety,0.0,0.0,0.1714285714285714,0.0,-0.0,-0.0
419,I enjoy the fold down table because it provides excellent comfort,65,TRAYTABLE:fold down table,1,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
420,"From a technical perspective, the folding table {technical_assessment}",70,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
421,The fold down table is {comparative_adj} than {previous_experience},67,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
422,the work table is {comparative_adj} than {previous_experience}.,63,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
423,"Unfortunately, the folding table is {defect} for long trips",59,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
424,The dining table {function} perfectly when needed most in my opinion.,69,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
425,"Unlike {alternative}, this folding table {advantage}.",53,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
426,"From a technical perspective, the tray {technical_assessment}",61,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
427,"Compared to {comparison}, this fold down table is {comparison_result}",69,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
428,"Compared to {comparison}, this fold down table is {comparison_result}",69,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
429,"Actually, unlike {alternative}, this dining table {advantage}",61,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
430,"From a technical perspective, the tray table {technical_assessment} really.",75,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
431,"Actually, the tray table delivers excellent and exceeds expectations",68,TRAYTABLE:tray table,1,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,Positive,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
432,"Overall, i enjoy the fold-down table because it provides excellent comfort",74,TRAYTABLE:fold-down table,1,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
433,"From a technical perspective, the fold down table {technical_assessment}",72,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
434,"In my experience, compared to {comparison}, this tray table is {comparison_result}",82,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
435,"Compared to {comparison}, this tray is {comparison_result}",58,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
436,"Actually, i prefer the folding table because it provides excellent comfort",74,TRAYTABLE:folding table,1,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
437,"Compared to {comparison}, this work table is {comparison_result}",64,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
438,"{overall}, the work table is comfortable for work",49,TRAYTABLE:work table,1,0.125,0.0,0.875,0.125,Positive,Comfort,0.0,0.1625,0.0,0.0,-0.0,-0.0
439,"{overall}, the dining table is responsive for daily use",55,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
440,The dining table {malfunction} especially when resting,54,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
441,"{overall}, the fold down table is responsive for long trips",59,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
442,The work table provides premium and works flawlessly,52,TRAYTABLE:work table,1,0.125,0.0,0.875,0.125,Positive,Luxury,0.1875,0.0,0.0,0.0,-0.0,-0.0
443,"Unlike {alternative}, this dining table {advantage}.",52,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
444,"Actually, from a technical perspective, the fold down table {technical_assessment} overall.",91,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
445,"{overall}, the work table is responsive for comfort",51,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
446,The tray table has {technical_spec} that {technical_benefit}.,61,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
447,I {dislike} the dining table because it {issue},47,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
448,"I think compared to {comparison}, this work table is {comparison_result} for sure.",82,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
449,I think the fold down table {malfunction} especially when needed most,69,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
450,The table design includes {feature} which {impact} in my opinion.,65,TRAYTABLE:table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
451,"Unlike {alternative}, this tray table {advantage}",49,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
452,"In my experience, the tray delivers responsive and provides great comfort",73,TRAYTABLE:tray,1,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
453,"From a technical perspective, the tray table {technical_assessment}",67,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
454,The tray table design includes {feature} which {impact},55,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
455,The work table is {comparative_adj} than {previous_experience},62,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
456,The dining table is {comparative_adj} than {previous_experience},64,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
457,"Unlike {alternative}, this work table {advantage}",49,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
458,The work table has {technical_spec} that {technical_benefit},60,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
459,The work surface {malfunction} especially when traveling,56,TRAYTABLE:work surface,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
460,"{overall}, the tray table is durable for daily use",50,TRAYTABLE:tray table,1,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,Positive,Safety,0.0,0.0,0.13333333333333333,0.0,-0.0,-0.0
461,I think the dining table has {technical_spec} that {technical_benefit},70,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
462,The dining table is {comparative_adj} than {previous_experience},64,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
463,The work table {function} perfectly when traveling,50,TRAYTABLE:work table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
464,The tray table has {technical_spec} that {technical_benefit} for sure.,70,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
465,I appreciate the fold down table because it provides excellent comfort,70,TRAYTABLE:fold down table,1,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
466,"Unlike {alternative}, this tray {advantage}",43,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
467,The folding table is {comparative_adj} than {previous_experience} overall.,74,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
468,The fold down table {function} perfectly when resting,53,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
469,The dining table has {technical_spec} that {technical_benefit},62,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
470,"From a technical perspective, the folding table {technical_assessment}",70,TRAYTABLE:folding table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
471,I enjoy the fold down table because it provides excellent comfort,65,TRAYTABLE:fold down table,1,0.09090909090909091,0.0,0.9090909090909091,0.09090909090909091,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
472,"From a technical perspective, the fold down table {technical_assessment}",72,TRAYTABLE:fold down table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
473,The tray table design includes {feature} which {impact},55,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
474,"Overall, from a technical perspective, the tray {technical_assessment} overall.",79,TRAYTABLE:tray,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
475,"From a technical perspective, the dining table {technical_assessment}.",70,TRAYTABLE:dining table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
476,I think the tray table has {technical_spec} that {technical_benefit} really.,76,TRAYTABLE:tray table,1,0.0,0.0,1.0,0.0,Neutral,Neutral,0.0,0.0,0.0,0.0,-0.0,-0.0
